lesion_name,dataset_id,dataset_name,p,r,tp,fp,fn,volume,pred_volume
ULSDL3D_002987_02_01_083_lesion_01.nii.gz,2,ct+seg,0.884,0.559,513,67,404,917.0,580
ULSDL3D_002987_02_01_083_lesion_01.nii.gz,3,ct+seg+box,0.845,0.459,421,77,496,917.0,498
ULSDL3D_002987_02_01_083_lesion_01.nii.gz,5,ct+seg+2box,0.792,0.831,762,200,155,917.0,962
ULSDL3D_002987_02_01_083_lesion_01.nii.gz,6,ct+seg+mask,0.82,0.598,548,120,369,917.0,668
ULSDL3D_002987_02_01_083_lesion_01.nii.gz,7,ct+seg+2mask,0.857,0.747,685,114,232,917.0,799
ULSDL3D_003026_02_01_042_lesion_01.nii.gz,1,ct,0.062,0.3,76,1154,177,253.0,1230
ULSDL3D_003026_02_01_042_lesion_01.nii.gz,2,ct+seg,0.085,0.561,142,1532,111,253.0,1674
ULSDL3D_003026_02_01_042_lesion_01.nii.gz,3,ct+seg+box,0.938,0.538,136,9,117,253.0,145
ULSDL3D_003026_02_01_042_lesion_01.nii.gz,5,ct+seg+2box,0.917,0.652,165,15,88,253.0,180
ULSDL3D_003026_02_01_042_lesion_01.nii.gz,6,ct+seg+mask,0.969,0.49,124,4,129,253.0,128
ULSDL3D_003026_02_01_042_lesion_01.nii.gz,7,ct+seg+2mask,0.955,0.751,190,9,63,253.0,199
ULSDL3D_003185_06_03_142_lesion_01.nii.gz,1,ct,0.347,0.762,247,465,77,324.0,712
ULSDL3D_003185_06_03_142_lesion_01.nii.gz,2,ct+seg,0.975,0.472,153,4,171,324.0,157
ULSDL3D_003185_06_03_142_lesion_01.nii.gz,3,ct+seg+box,0.778,0.66,214,61,110,324.0,275
ULSDL3D_003185_06_03_142_lesion_01.nii.gz,5,ct+seg+2box,0.928,0.593,192,15,132,324.0,207
ULSDL3D_003185_06_03_142_lesion_01.nii.gz,6,ct+seg+mask,0.716,0.769,249,99,75,324.0,348
ULSDL3D_003185_06_03_142_lesion_01.nii.gz,7,ct+seg+2mask,0.965,0.593,192,7,132,324.0,199
ULSDL3D_003225_02_01_304_lesion_01.nii.gz,1,ct,0.745,0.287,403,138,1002,1405.0,541
ULSDL3D_003225_02_01_304_lesion_01.nii.gz,2,ct+seg,0.277,0.076,107,279,1298,1405.0,386
ULSDL3D_003225_02_01_304_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,1405,1405.0,0
ULSDL3D_003225_02_01_304_lesion_01.nii.gz,5,ct+seg+2box,0.655,0.738,1037,546,368,1405.0,1583
ULSDL3D_003225_02_01_304_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,563,1405,1405.0,563
ULSDL3D_003225_02_01_304_lesion_01.nii.gz,7,ct+seg+2mask,0.563,0.833,1170,908,235,1405.0,2078
ULSDL3D_003230_01_01_184_lesion_01.nii.gz,1,ct,0.16,0.863,215,1127,34,249.0,1342
ULSDL3D_003230_01_01_184_lesion_01.nii.gz,2,ct+seg,0.851,0.755,188,33,61,249.0,221
ULSDL3D_003230_01_01_184_lesion_01.nii.gz,3,ct+seg+box,0.783,0.795,198,55,51,249.0,253
ULSDL3D_003230_01_01_184_lesion_01.nii.gz,5,ct+seg+2box,0.952,0.631,157,8,92,249.0,165
ULSDL3D_003230_01_01_184_lesion_01.nii.gz,6,ct+seg+mask,0.778,0.815,203,58,46,249.0,261
ULSDL3D_003230_01_01_184_lesion_01.nii.gz,7,ct+seg+2mask,0.966,0.57,142,5,107,249.0,147
ULSDL3D_003257_03_01_013_lesion_01.nii.gz,1,ct,0.0,0.0,0,1031,878,878.0,1031
ULSDL3D_003257_03_01_013_lesion_01.nii.gz,2,ct+seg,0.722,0.482,423,163,455,878.0,586
ULSDL3D_003257_03_01_013_lesion_01.nii.gz,3,ct+seg+box,0.898,0.22,193,22,685,878.0,215
ULSDL3D_003257_03_01_013_lesion_01.nii.gz,5,ct+seg+2box,0.774,0.747,656,192,222,878.0,848
ULSDL3D_003257_03_01_013_lesion_01.nii.gz,6,ct+seg+mask,0.9,0.246,216,24,662,878.0,240
ULSDL3D_003257_03_01_013_lesion_01.nii.gz,7,ct+seg+2mask,0.917,0.86,755,68,123,878.0,823
ULSDL3D_003287_01_01_188_lesion_01.nii.gz,1,ct,0.0,0.0,0,866,504,504.0,866
ULSDL3D_003287_01_01_188_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,233,504,504.0,233
ULSDL3D_003287_01_01_188_lesion_01.nii.gz,3,ct+seg+box,0.632,0.262,132,77,372,504.0,209
ULSDL3D_003287_01_01_188_lesion_01.nii.gz,5,ct+seg+2box,0.446,0.706,356,443,148,504.0,799
ULSDL3D_003287_01_01_188_lesion_01.nii.gz,6,ct+seg+mask,0.782,0.22,111,31,393,504.0,142
ULSDL3D_003287_01_01_188_lesion_01.nii.gz,7,ct+seg+2mask,0.886,0.635,320,41,184,504.0,361
ULSDL3D_003322_01_01_069_lesion_01.nii.gz,1,ct,0.761,0.71,235,74,96,331.0,309
ULSDL3D_003322_01_01_069_lesion_01.nii.gz,2,ct+seg,0.884,0.668,221,29,110,331.0,250
ULSDL3D_003322_01_01_069_lesion_01.nii.gz,3,ct+seg+box,0.927,0.616,204,16,127,331.0,220
ULSDL3D_003322_01_01_069_lesion_01.nii.gz,5,ct+seg+2box,0.68,0.776,257,121,74,331.0,378
ULSDL3D_003322_01_01_069_lesion_01.nii.gz,6,ct+seg+mask,0.95,0.574,190,10,141,331.0,200
ULSDL3D_003322_01_01_069_lesion_01.nii.gz,7,ct+seg+2mask,0.912,0.81,268,26,63,331.0,294
ULSDL3D_003398_01_01_030_lesion_01.nii.gz,1,ct,0.0,0.0,0,12,86,86.0,12
ULSDL3D_003398_01_01_030_lesion_01.nii.gz,2,ct+seg,0.107,0.419,36,299,50,86.0,335
ULSDL3D_003398_01_01_030_lesion_01.nii.gz,3,ct+seg+box,0.914,0.744,64,6,22,86.0,70
ULSDL3D_003398_01_01_030_lesion_01.nii.gz,5,ct+seg+2box,0.905,0.884,76,8,10,86.0,84
ULSDL3D_003398_01_01_030_lesion_01.nii.gz,6,ct+seg+mask,0.926,0.733,63,5,23,86.0,68
ULSDL3D_003398_01_01_030_lesion_01.nii.gz,7,ct+seg+2mask,0.875,0.977,84,12,2,86.0,96
ULSDL3D_003404_01_01_072_lesion_01.nii.gz,1,ct,0.0,0.0,0,1197,394,394.0,1197
ULSDL3D_003404_01_01_072_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,2996,394,394.0,2996
ULSDL3D_003404_01_01_072_lesion_01.nii.gz,3,ct+seg+box,0.862,0.632,249,40,145,394.0,289
ULSDL3D_003404_01_01_072_lesion_01.nii.gz,5,ct+seg+2box,0.785,0.863,340,93,54,394.0,433
ULSDL3D_003404_01_01_072_lesion_01.nii.gz,6,ct+seg+mask,0.958,0.576,227,10,167,394.0,237
ULSDL3D_003404_01_01_072_lesion_01.nii.gz,7,ct+seg+2mask,0.928,0.916,361,28,33,394.0,389
ULSDL3D_003407_01_02_372_lesion_01.nii.gz,1,ct,0.15,0.859,293,1655,48,341.0,1948
ULSDL3D_003407_01_02_372_lesion_01.nii.gz,2,ct+seg,0.981,0.592,202,4,139,341.0,206
ULSDL3D_003407_01_02_372_lesion_01.nii.gz,3,ct+seg+box,0.797,0.874,298,76,43,341.0,374
ULSDL3D_003407_01_02_372_lesion_01.nii.gz,5,ct+seg+2box,0.811,0.883,301,70,40,341.0,371
ULSDL3D_003407_01_02_372_lesion_01.nii.gz,6,ct+seg+mask,0.729,0.874,298,111,43,341.0,409
ULSDL3D_003407_01_02_372_lesion_01.nii.gz,7,ct+seg+2mask,0.964,0.704,240,9,101,341.0,249
ULSDL3D_003417_01_01_321_lesion_01.nii.gz,1,ct,0.0,0.0,0,2953,1000,1000.0,2953
ULSDL3D_003417_01_01_321_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,421,1000,1000.0,421
ULSDL3D_003417_01_01_321_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,1000,1000.0,0
ULSDL3D_003417_01_01_321_lesion_01.nii.gz,5,ct+seg+2box,0.699,0.756,756,325,244,1000.0,1081
ULSDL3D_003417_01_01_321_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,1717,1000,1000.0,1717
ULSDL3D_003417_01_01_321_lesion_01.nii.gz,7,ct+seg+2mask,0.825,0.759,759,161,241,1000.0,920
ULSDL3D_003511_01_02_311_lesion_01.nii.gz,1,ct,0.184,0.508,248,1098,240,488.0,1346
ULSDL3D_003511_01_02_311_lesion_01.nii.gz,2,ct+seg,0.722,0.537,262,101,226,488.0,363
ULSDL3D_003511_01_02_311_lesion_01.nii.gz,3,ct+seg+box,0.878,0.617,301,42,187,488.0,343
ULSDL3D_003511_01_02_311_lesion_01.nii.gz,5,ct+seg+2box,0.843,0.768,375,70,113,488.0,445
ULSDL3D_003511_01_02_311_lesion_01.nii.gz,6,ct+seg+mask,0.944,0.557,272,16,216,488.0,288
ULSDL3D_003511_01_02_311_lesion_01.nii.gz,7,ct+seg+2mask,0.94,0.711,347,22,141,488.0,369
ULSDL3D_003516_03_02_185_lesion_01.nii.gz,1,ct,0.701,0.763,1049,447,326,1375.0,1496
ULSDL3D_003516_03_02_185_lesion_01.nii.gz,2,ct+seg,0.96,0.666,916,38,459,1375.0,954
ULSDL3D_003516_03_02_185_lesion_01.nii.gz,3,ct+seg+box,0.856,0.61,839,141,536,1375.0,980
ULSDL3D_003516_03_02_185_lesion_01.nii.gz,5,ct+seg+2box,0.887,0.709,975,124,400,1375.0,1099
ULSDL3D_003516_03_02_185_lesion_01.nii.gz,6,ct+seg+mask,0.88,0.556,764,104,611,1375.0,868
ULSDL3D_003516_03_02_185_lesion_01.nii.gz,7,ct+seg+2mask,0.909,0.672,924,92,451,1375.0,1016
ULSDL3D_003663_02_02_343_lesion_01.nii.gz,1,ct,0.0,0.0,0,3348,789,789.0,3348
ULSDL3D_003663_02_02_343_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,65,789,789.0,65
ULSDL3D_003663_02_02_343_lesion_01.nii.gz,3,ct+seg+box,0.761,0.705,556,175,233,789.0,731
ULSDL3D_003663_02_02_343_lesion_01.nii.gz,5,ct+seg+2box,0.894,0.644,508,60,281,789.0,568
ULSDL3D_003663_02_02_343_lesion_01.nii.gz,6,ct+seg+mask,0.707,0.762,601,249,188,789.0,850
ULSDL3D_003663_02_02_343_lesion_01.nii.gz,7,ct+seg+2mask,0.945,0.608,480,28,309,789.0,508
ULSDL3D_003664_01_01_052_lesion_01.nii.gz,1,ct,0.0,0.0,0,0,103,103.0,0
ULSDL3D_003664_01_01_052_lesion_01.nii.gz,2,ct+seg,0.001,0.184,19,22920,84,103.0,22939
ULSDL3D_003664_01_01_052_lesion_01.nii.gz,3,ct+seg+box,0.831,0.524,54,11,49,103.0,65
ULSDL3D_003664_01_01_052_lesion_01.nii.gz,5,ct+seg+2box,0.886,0.903,93,12,10,103.0,105
ULSDL3D_003664_01_01_052_lesion_01.nii.gz,6,ct+seg+mask,0.888,0.689,71,9,32,103.0,80
ULSDL3D_003664_01_01_052_lesion_01.nii.gz,7,ct+seg+2mask,0.881,0.932,96,13,7,103.0,109
ULSDL3D_003682_02_02_507_lesion_01.nii.gz,1,ct,0.235,0.384,253,824,405,658.0,1077
ULSDL3D_003682_02_02_507_lesion_01.nii.gz,2,ct+seg,0.766,0.477,314,96,344,658.0,410
ULSDL3D_003682_02_02_507_lesion_01.nii.gz,3,ct+seg+box,0.596,0.41,270,183,388,658.0,453
ULSDL3D_003682_02_02_507_lesion_01.nii.gz,5,ct+seg+2box,0.761,0.687,452,142,206,658.0,594
ULSDL3D_003682_02_02_507_lesion_01.nii.gz,6,ct+seg+mask,0.561,0.429,282,221,376,658.0,503
ULSDL3D_003682_02_02_507_lesion_01.nii.gz,7,ct+seg+2mask,0.923,0.786,517,43,141,658.0,560
ULSDL3D_003736_01_01_108_lesion_01.nii.gz,1,ct,0.168,0.508,150,745,145,295.0,895
ULSDL3D_003736_01_01_108_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,425,295,295.0,425
ULSDL3D_003736_01_01_108_lesion_01.nii.gz,3,ct+seg+box,0.858,0.861,254,42,41,295.0,296
ULSDL3D_003736_01_01_108_lesion_01.nii.gz,5,ct+seg+2box,0.726,0.837,247,93,48,295.0,340
ULSDL3D_003736_01_01_108_lesion_01.nii.gz,6,ct+seg+mask,0.772,0.861,254,75,41,295.0,329
ULSDL3D_003736_01_01_108_lesion_01.nii.gz,7,ct+seg+2mask,0.967,0.688,203,7,92,295.0,210
ULSDL3D_003754_01_01_125_lesion_01.nii.gz,1,ct,0.0,0.0,0,2071,647,647.0,2071
ULSDL3D_003754_01_01_125_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,1564,647,647.0,1564
ULSDL3D_003754_01_01_125_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,647,647.0,0
ULSDL3D_003754_01_01_125_lesion_01.nii.gz,5,ct+seg+2box,0.756,0.733,474,153,173,647.0,627
ULSDL3D_003754_01_01_125_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,1236,647,647.0,1236
ULSDL3D_003754_01_01_125_lesion_01.nii.gz,7,ct+seg+2mask,0.717,0.847,548,216,99,647.0,764
ULSDL3D_003823_04_01_221_lesion_01.nii.gz,1,ct,0.342,0.971,329,634,10,339.0,963
ULSDL3D_003823_04_01_221_lesion_01.nii.gz,2,ct+seg,0.641,0.953,323,181,16,339.0,504
ULSDL3D_003823_04_01_221_lesion_01.nii.gz,3,ct+seg+box,0.865,0.835,283,44,56,339.0,327
ULSDL3D_003823_04_01_221_lesion_01.nii.gz,5,ct+seg+2box,0.971,0.693,235,7,104,339.0,242
ULSDL3D_003823_04_01_221_lesion_01.nii.gz,6,ct+seg+mask,0.94,0.737,250,16,89,339.0,266
ULSDL3D_003823_04_01_221_lesion_01.nii.gz,7,ct+seg+2mask,0.969,0.637,216,7,123,339.0,223
ULSDL3D_003931_01_01_078_lesion_01.nii.gz,1,ct,0.0,0.0,0,1340,3301,3301.0,1340
ULSDL3D_003931_01_01_078_lesion_01.nii.gz,2,ct+seg,0.487,0.296,976,1030,2325,3301.0,2006
ULSDL3D_003931_01_01_078_lesion_01.nii.gz,3,ct+seg+box,0.792,0.707,2333,613,968,3301.0,2946
ULSDL3D_003931_01_01_078_lesion_01.nii.gz,5,ct+seg+2box,0.782,0.868,2864,797,437,3301.0,3661
ULSDL3D_003931_01_01_078_lesion_01.nii.gz,6,ct+seg+mask,0.961,0.464,1533,62,1768,3301.0,1595
ULSDL3D_003931_01_01_078_lesion_01.nii.gz,7,ct+seg+2mask,0.88,0.799,2639,359,662,3301.0,2998
ULSDL3D_003961_01_03_212_lesion_01.nii.gz,1,ct,0.364,0.486,520,908,550,1070.0,1428
ULSDL3D_003961_01_03_212_lesion_01.nii.gz,2,ct+seg,0.926,0.707,756,60,314,1070.0,816
ULSDL3D_003961_01_03_212_lesion_01.nii.gz,3,ct+seg+box,0.892,0.47,503,61,567,1070.0,564
ULSDL3D_003961_01_03_212_lesion_01.nii.gz,5,ct+seg+2box,0.882,0.704,753,101,317,1070.0,854
ULSDL3D_003961_01_03_212_lesion_01.nii.gz,6,ct+seg+mask,0.889,0.496,531,66,539,1070.0,597
ULSDL3D_003961_01_03_212_lesion_01.nii.gz,7,ct+seg+2mask,0.905,0.698,747,78,323,1070.0,825
ULSDL3D_004028_01_04_502_lesion_01.nii.gz,1,ct,0.0,0.0,0,1792,138,138.0,1792
ULSDL3D_004028_01_04_502_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,681,138,138.0,681
ULSDL3D_004028_01_04_502_lesion_01.nii.gz,3,ct+seg+box,0.752,0.616,85,28,53,138.0,113
ULSDL3D_004028_01_04_502_lesion_01.nii.gz,5,ct+seg+2box,0.883,0.601,83,11,55,138.0,94
ULSDL3D_004028_01_04_502_lesion_01.nii.gz,6,ct+seg+mask,0.832,0.645,89,18,49,138.0,107
ULSDL3D_004028_01_04_502_lesion_01.nii.gz,7,ct+seg+2mask,0.954,0.601,83,4,55,138.0,87
ULSDL3D_004030_01_01_480_lesion_01.nii.gz,1,ct,0.0,0.0,0,1780,411,411.0,1780
ULSDL3D_004030_01_01_480_lesion_01.nii.gz,2,ct+seg,0.156,0.745,306,1650,105,411.0,1956
ULSDL3D_004030_01_01_480_lesion_01.nii.gz,3,ct+seg+box,0.979,0.674,277,6,134,411.0,283
ULSDL3D_004030_01_01_480_lesion_01.nii.gz,5,ct+seg+2box,0.926,0.735,302,24,109,411.0,326
ULSDL3D_004030_01_01_480_lesion_01.nii.gz,6,ct+seg+mask,0.907,0.74,304,31,107,411.0,335
ULSDL3D_004030_01_01_480_lesion_01.nii.gz,7,ct+seg+2mask,0.966,0.754,310,11,101,411.0,321
ULSDL3D_004030_01_02_162_lesion_01.nii.gz,1,ct,0.132,0.702,231,1523,98,329.0,1754
ULSDL3D_004030_01_02_162_lesion_01.nii.gz,2,ct+seg,0.975,0.471,155,4,174,329.0,159
ULSDL3D_004030_01_02_162_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,329,329.0,0
ULSDL3D_004030_01_02_162_lesion_01.nii.gz,5,ct+seg+2box,0.982,0.657,216,4,113,329.0,220
ULSDL3D_004030_01_02_162_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,707,329,329.0,707
ULSDL3D_004030_01_02_162_lesion_01.nii.gz,7,ct+seg+2mask,0.987,0.702,231,3,98,329.0,234
ULSDL3D_004083_01_02_509_lesion_01.nii.gz,1,ct,0.164,0.776,325,1652,94,419.0,1977
ULSDL3D_004083_01_02_509_lesion_01.nii.gz,2,ct+seg,0.437,0.551,231,298,188,419.0,529
ULSDL3D_004083_01_02_509_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,419,419.0,0
ULSDL3D_004083_01_02_509_lesion_01.nii.gz,5,ct+seg+2box,0.765,0.721,302,93,117,419.0,395
ULSDL3D_004083_01_02_509_lesion_01.nii.gz,6,ct+seg+mask,0.594,0.649,272,186,147,419.0,458
ULSDL3D_004083_01_02_509_lesion_01.nii.gz,7,ct+seg+2mask,0.95,0.592,248,13,171,419.0,261
ULSDL3D_004161_01_03_017_lesion_01.nii.gz,1,ct,0.0,0.0,0,1295,150,150.0,1295
ULSDL3D_004161_01_03_017_lesion_01.nii.gz,2,ct+seg,0.232,0.773,116,385,34,150.0,501
ULSDL3D_004161_01_03_017_lesion_01.nii.gz,3,ct+seg+box,0.631,0.833,125,73,25,150.0,198
ULSDL3D_004161_01_03_017_lesion_01.nii.gz,5,ct+seg+2box,0.711,0.933,140,57,10,150.0,197
ULSDL3D_004161_01_03_017_lesion_01.nii.gz,6,ct+seg+mask,0.762,0.833,125,39,25,150.0,164
ULSDL3D_004161_01_03_017_lesion_01.nii.gz,7,ct+seg+2mask,0.899,0.953,143,16,7,150.0,159
ULSDL3D_004311_01_02_304_lesion_01.nii.gz,1,ct,0.0,0.0,0,2426,210,210.0,2426
ULSDL3D_004311_01_02_304_lesion_01.nii.gz,2,ct+seg,0.65,0.69,145,78,65,210.0,223
ULSDL3D_004311_01_02_304_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,210,210.0,0
ULSDL3D_004311_01_02_304_lesion_01.nii.gz,5,ct+seg+2box,0.839,0.619,130,25,80,210.0,155
ULSDL3D_004311_01_02_304_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,1298,210,210.0,1298
ULSDL3D_004311_01_02_304_lesion_01.nii.gz,7,ct+seg+2mask,0.824,0.557,117,25,93,210.0,142
ULSDL3D_004315_01_01_304_lesion_01.nii.gz,1,ct,0.0,0.0,0,880,1042,1042.0,880
ULSDL3D_004315_01_01_304_lesion_01.nii.gz,2,ct+seg,0.519,0.695,724,671,318,1042.0,1395
ULSDL3D_004315_01_01_304_lesion_01.nii.gz,3,ct+seg+box,0.697,0.523,545,237,497,1042.0,782
ULSDL3D_004315_01_01_304_lesion_01.nii.gz,5,ct+seg+2box,0.734,0.679,707,256,335,1042.0,963
ULSDL3D_004315_01_01_304_lesion_01.nii.gz,6,ct+seg+mask,0.84,0.484,504,96,538,1042.0,600
ULSDL3D_004315_01_01_304_lesion_01.nii.gz,7,ct+seg+2mask,0.899,0.701,730,82,312,1042.0,812
ULSDL3D_004363_01_01_206_lesion_01.nii.gz,1,ct,0.0,0.0,0,1554,5630,5630.0,1554
ULSDL3D_004363_01_01_206_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,908,5630,5630.0,908
ULSDL3D_004363_01_01_206_lesion_01.nii.gz,3,ct+seg+box,0.903,0.48,2704,292,2926,5630.0,2996
ULSDL3D_004363_01_01_206_lesion_01.nii.gz,5,ct+seg+2box,0.935,0.736,4143,286,1487,5630.0,4429
ULSDL3D_004363_01_01_206_lesion_01.nii.gz,6,ct+seg+mask,0.942,0.439,2469,151,3161,5630.0,2620
ULSDL3D_004363_01_01_206_lesion_01.nii.gz,7,ct+seg+2mask,0.95,0.807,4542,238,1088,5630.0,4780
ULSDL3D_004383_01_02_309_lesion_01.nii.gz,1,ct,0.0,0.0,0,2189,3033,3033.0,2189
ULSDL3D_004383_01_02_309_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,661,3033,3033.0,661
ULSDL3D_004383_01_02_309_lesion_01.nii.gz,3,ct+seg+box,0.674,0.862,2613,1261,420,3033.0,3874
ULSDL3D_004383_01_02_309_lesion_01.nii.gz,5,ct+seg+2box,0.783,0.864,2621,727,412,3033.0,3348
ULSDL3D_004383_01_02_309_lesion_01.nii.gz,6,ct+seg+mask,0.842,0.713,2163,405,870,3033.0,2568
ULSDL3D_004383_01_02_309_lesion_01.nii.gz,7,ct+seg+2mask,0.915,0.836,2535,237,498,3033.0,2772
